"impcParameterOrigId","name","description","parameterId","parameter_group"
18593,"Date of Test","date_of_test","IMPC_ABR_047_001","Others"
18594,"Time of injection","time_of_injection","IMPC_ABR_048_001","Others"
18595,"Equipment ID","equipment_id","IMPC_ABR_049_001","General_and_Equipment"
18596,"Equipment manufacturer","equipment_manufacturer","IMPC_ABR_050_001","General_and_Equipment"
18597,"Equipment model","equipment_model","IMPC_ABR_051_001","General_and_Equipment"
18598,"Software","software","IMPC_ABR_052_001","Others"
18599,"Experimenter ID","experimenter_id","IMPC_ABR_053_001","Others"
18600,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_ABR_054_001","General_and_Equipment"
18988,"Body weight","body_weight","IMPC_DXA_001_001","Weight_and_Body_Composition"
18989,"Fat mass","fat_mass","IMPC_DXA_002_001","Others"
18990,"Lean mass","lean_mass","IMPC_DXA_003_001","Others"
18991,"Bone Mineral Density (excluding skull)","bone_mineral_density_excluding_skull_","IMPC_DXA_004_001","Bone"
18992,"Bone Mineral Content (excluding skull)","bone_mineral_content_excluding_skull_","IMPC_DXA_005_001","Bone"
18993,"Body length","body_length","IMPC_DXA_006_001","Others"
18994,"BMC/Body weight","bmc_body_weight","IMPC_DXA_007_001","Weight_and_Body_Composition"
18995,"Lean/Body weight","lean_body_weight","IMPC_DXA_008_001","Weight_and_Body_Composition"
18996,"Fat/Body weight","fat_body_weight","IMPC_DXA_009_001","Weight_and_Body_Composition"
18997,"Bone Area","bone_area_bmc_bmd_","IMPC_DXA_010_001","Bone"
18998,"Equipment ID","equipment_name","IMPC_DXA_011_001","General_and_Equipment"
18999,"Equipment manufacturer","equipment_manufactuer","IMPC_DXA_012_001","General_and_Equipment"
19000,"Equipment model","equipment_model","IMPC_DXA_013_001","General_and_Equipment"
19001,"Mouse Status","mouse_status","IMPC_DXA_014_001","Others"
19002,"Anesthesia","anesthesia","IMPC_DXA_015_001","Others"
19003,"Experimenter ID","","IMPC_DXA_016_001","Others"
19004,"Date equipment last calibrated","","IMPC_DXA_017_001","General_and_Equipment"
19005,"HAW",NA,"IMPC_DXA_018_001","Others"
19236,"Skull shape","skull_shape","IMPC_XRY_001_001","Others"
19237,"Zygomatic bone","zygomatic_bone","IMPC_XRY_002_001","Bone"
19238,"Maxilla/Pre-maxilla","maxilla","IMPC_XRY_003_001","Others"
19239,"Mandibles","mandibles","IMPC_XRY_004_001","Others"
19240,"Teeth","teeth","IMPC_XRY_005_001","Others"
19241,"Scapulae","scapulae","IMPC_XRY_006_001","Others"
19242,"Clavicle","clavicle","IMPC_XRY_007_001","Others"
19243,"Number of ribs right","number_of_ribs_right","IMPC_XRY_008_001","Others"
19244,"Number of ribs left","number_of_ribs_left","IMPC_XRY_009_001","Others"
19245,"Shape of ribs","shape_of_ribs","IMPC_XRY_010_001","Others"
19246,"Fusion of ribs","fusion_of_ribs","IMPC_XRY_011_001","Others"
19247,"Pelvis","pelvis","IMPC_XRY_012_001","Others"
19248,"Number of cervical vertebrae","number_of_cervical_vertebrae","IMPC_XRY_013_001","Others"
19249,"Number of thoracic vertebrae","number_of_thoracic_vertebrae","IMPC_XRY_014_001","Others"
19250,"Number of lumbar vertebrae","number_of_lumbar_vertebrae","IMPC_XRY_015_001","Others"
19251,"Number of pelvic vertebrae","number_of_pelvic_vertebrae","IMPC_XRY_016_001","Others"
19252,"Number of caudal vertebrae","number_of_caudal_vertebrae","IMPC_XRY_017_001","Others"
19253,"Shape of vertebrae","shape_of_vertebrae","IMPC_XRY_018_001","Others"
19254,"Fusion of vertebrae","fusion_of_vertebrae","IMPC_XRY_019_001","Others"
19255,"Processes on vertebrae","processes_on_vertebrae","IMPC_XRY_020_001","Others"
19256,"Humerus","humerus","IMPC_XRY_021_001","Others"
19257,"Radius","radius","IMPC_XRY_022_001","Others"
19258,"Ulna","ulna","IMPC_XRY_023_001","Others"
19259,"Femur","femur","IMPC_XRY_024_001","Others"
19260,"Tibia","tibia","IMPC_XRY_025_001","Others"
19261,"Fibula","fibula","IMPC_XRY_026_001","Others"
19262,"Joints","joints","IMPC_XRY_027_001","Bone"
19263,"Number of digits","number_of_digits","IMPC_XRY_028_001","Others"
19264,"Syndactylism","syndactylism","IMPC_XRY_029_001","Others"
19265,"Brachydactyly","completeness_of_digits","IMPC_XRY_030_001","Others"
19266,"Digit integrity","digit_integrity","IMPC_XRY_031_001","Others"
19267,"Comment on XRay image","comment_on_xray_image","IMPC_XRY_032_001","Imaging"
19268,"Tibia length","tibia_length","IMPC_XRY_033_001","Others"
19269,"XRay Images Whole Body Dorso Ventral","xray_images","IMPC_XRY_034_001","Imaging"
19270,"Alive","alive","IMPC_XRY_035_001","Others"
19271,"Xray equipment ID","xray_equipment_name","IMPC_XRY_036_001","General_and_Equipment"
19272,"Xray equipment manufacturer","xray_equipment_manufacturer","IMPC_XRY_037_001","General_and_Equipment"
19273,"Xray equipment model","xray_equipment_model","IMPC_XRY_038_001","General_and_Equipment"
19274,"Settings time of exposure","settings_time_of_exposure","IMPC_XRY_039_001","Others"
19275,"Settings level","settings_level","IMPC_XRY_040_001","Others"
19276,"Experimenter ID (scan)","experimenter_scan_","IMPC_XRY_041_001","Imaging"
19277,"Experimenter ID (analysis)","experimenter_analysis_","IMPC_XRY_042_001","Others"
19278,"Voltage settings","voltage_settings","IMPC_XRY_043_001","Others"
19279,"Scanner equipment ID","scanner_equipment_name","IMPC_XRY_044_001","Imaging"
19280,"Scanner equipment manufacturer","scanner_equipment_manufacturer","IMPC_XRY_045_001","Imaging"
19281,"Scanner equipment model","scanner_equipment_model","IMPC_XRY_046_001","Imaging"
19282,"Date Xray equipment last calibrated","","IMPC_XRY_047_001","General_and_Equipment"
19283,"XRay Images Whole Body Lateral Orientation","","IMPC_XRY_048_001","Imaging"
19284,"XRay Images Forepaw","","IMPC_XRY_049_001","Imaging"
19285,"XRay Images Skull Lateral Orientation","","IMPC_XRY_050_001","Imaging"
19286,"XRay Images Skull Dorso Ventral Orientation","","IMPC_XRY_051_001","Imaging"
19287,"XRay Images Hind Leg and Hip","","IMPC_XRY_052_001","Imaging"
19288,"Date Scanner equipment last calibrated","","IMPC_XRY_053_001","Imaging"
19289,"Free Ontology","","IMPC_XRY_054_001","Others"
19290,"Shape of spine","","IMPC_XRY_055_001","Others"
19291,"Scoliosis","","IMPC_XRY_056_001","Others"
19292,"Kyphosis","","IMPC_XRY_057_001","Others"
19293,"Lordosis","","IMPC_XRY_058_001","Others"
19294,"Shape of ribcage","","IMPC_XRY_059_001","Others"
19295,"Transitional vertebrae","","IMPC_XRY_060_001","Others"
19296,"Fusion of processes","","IMPC_XRY_061_001","Others"
19297,"Polysyndactylism","","IMPC_XRY_062_001","Others"
19298,"Cervical processes","","IMPC_XRY_063_001","Others"
19299,"Thoracic processes","","IMPC_XRY_064_001","Others"
19300,"Lumbar processes","","IMPC_XRY_065_001","Others"
19301,"Sacral processes","","IMPC_XRY_066_001","Others"
19302,"Caudal processes","","IMPC_XRY_067_001","Others"
19303,"Missing cranial rib",NA,"IMPC_XRY_068_001","Others"
20252,"Eye","eye","IMPC_EYE_001_001","Others"
20253,"Bulging eye","bulging_eye","IMPC_EYE_002_001","Others"
20254,"Eye Hemorrhage or Blood Presence","eye_hemorrhage_or_blood_presence","IMPC_EYE_003_001","Blood"
20255,"Eyelid morphology","eyelid_morphology","IMPC_EYE_004_001","Others"
20256,"Eyelid closure","eyelid_closure","IMPC_EYE_005_001","Others"
20257,"Narrow eye opening","narrow_eye_opening","IMPC_EYE_006_001","Others"
20258,"Cornea","cornea","IMPC_EYE_007_001","Others"
20259,"Corneal opacity","corneal_opacity","IMPC_EYE_008_001","Others"
20260,"Corneal vascularization","corneal_vascularization","IMPC_EYE_009_001","Cardiovascular"
20261,"Iris/Pupil","iris_pupil","IMPC_EYE_010_001","Others"
20262,"Pupil Position","pupil_position","IMPC_EYE_011_001","Others"
20263,"Pupil Shape","pupil_shape","IMPC_EYE_012_001","Others"
20264,"Pupil Dilation","pupil_dilation","IMPC_EYE_013_001","Others"
20265,"Pupil Light Response","pupil_light_response","IMPC_EYE_014_001","Others"
20266,"Iris Pigmentation","iris_pigmentation","IMPC_EYE_015_001","Others"
20267,"Lens","lens","IMPC_EYE_016_001","Others"
20268,"Lens Opacity","lens_opacity","IMPC_EYE_017_001","Others"
20269,"Fusion between cornea and lens","fusion_between_cornea_and_lens","IMPC_EYE_018_001","Others"
20270,"Synechia","synechia","IMPC_EYE_019_001","Others"
20271,"Retina","retina","IMPC_EYE_020_001","Others"
20272,"Retinal Pigmentation","retinal_pigmentation","IMPC_EYE_021_001","Others"
20273,"Retinal Structure","retinal_structure","IMPC_EYE_022_001","Others"
20274,"Optic Disc","optic_disc","IMPC_EYE_023_001","Others"
20275,"Retinal Blood Vessels","retinal_blood_vessels","IMPC_EYE_024_001","Blood"
20276,"Retinal Blood Vessels Structure","retinal_blood_vessels_structure","IMPC_EYE_025_001","Blood"
20277,"Retinal Blood Vessels Pattern","retinal_blood_vessels_pattern","IMPC_EYE_026_001","Blood"
20278,"Persistence of hyaloid vascular system","persistence_of_hyaloid_vascular_system","IMPC_EYE_027_001","Cardiovascular"
20279,"Slit Lamp observation","slit_lamp_observation","IMPC_EYE_028_001","Others"
20280,"Ophthalmoscope Observation","ophthalmoscope_observation","IMPC_EYE_029_001","Others"
20281,"Slit Lamp Equipment ID","slit_lamp_equipment_id","IMPC_EYE_030_001","General_and_Equipment"
20282,"Slit Lamp Equipment Manufacturer","slit_lamp_equipment_manufacturer","IMPC_EYE_031_001","General_and_Equipment"
20283,"Slit Lamp Equipment Model","slit_lamp_equipment_model","IMPC_EYE_032_001","General_and_Equipment"
20284,"Ophthalmoscope Equipment ID","ophthalmoscope_equipment_id","IMPC_EYE_033_001","General_and_Equipment"
20285,"Ophthalmoscope Equipment Manufacturer","ophthalmoscope_equipment_manufacturer","IMPC_EYE_034_001","General_and_Equipment"
20286,"Ophthalmoscope Equipment Model","ophthalmoscope_equipment_model","IMPC_EYE_035_001","General_and_Equipment"
20287,"Experimenter ID","experimenter_id","IMPC_EYE_036_001","Others"
20288,"Optical Coherence Tomography Equipment ID","optical_coherence_tomography_equipment_id","IMPC_EYE_037_001","General_and_Equipment"
20289,"Optical Coherence Tomography Equipment Manufacturer","optical_coherence_tomography_equipment_manufacturer","IMPC_EYE_038_001","General_and_Equipment"
20290,"Optical Coherence Tomography Equipment Model","optical_coherence_tomography_equipment_model","IMPC_EYE_039_001","General_and_Equipment"
20291,"Scheimpflug Equipment ID","scheimpflug_equipment_id","IMPC_EYE_040_001","General_and_Equipment"
20292,"Scheimpflug Equipment Manufacturer","scheimpflug_equipment_manufacturer","IMPC_EYE_041_001","General_and_Equipment"
20293,"Scheimpflug Equipment Model","scheimpflug_equipment_model","IMPC_EYE_042_001","General_and_Equipment"
20294,"Dilation Method","dilation_method","IMPC_EYE_043_001","Others"
20295,"Topical Anesthetic","topical_anesthetic","IMPC_EYE_044_001","Others"
20296,"General Anesthetic","general_anesthetic","IMPC_EYE_045_001","General_and_Equipment"
20297,"Date Slit Lamp equipment last calibrated","","IMPC_EYE_046_001","General_and_Equipment"
20298,"Date Ophthalmoscope equipment last calibrated","","IMPC_EYE_047_001","General_and_Equipment"
20299,"Date Scheimpflug equipment last calibrated","","IMPC_EYE_048_001","General_and_Equipment"
20300,"Date OCT equipment last calibrated","","IMPC_EYE_049_001","General_and_Equipment"
20301,"Images Ophthalmoscopy","","IMPC_EYE_050_001","Imaging"
20302,"Images Slit Lamp","","IMPC_EYE_051_001","Imaging"
20303,"Sheimpflug Lens description","","IMPC_EYE_052_001","Others"
20304,"Scheimpflug description","","IMPC_EYE_053_001","Others"
20305,"Min left eye lens density","","IMPC_EYE_054_001","Others"
20306,"Max left eye lens density","","IMPC_EYE_055_001","Others"
20307,"Mean left eye lens density","","IMPC_EYE_056_001","Others"
20308,"Min right eye lens density","","IMPC_EYE_057_001","Others"
20309,"Max right eye lens density","","IMPC_EYE_058_001","Others"
20310,"Mean right eye lens density","","IMPC_EYE_059_001","Others"
20311,"Right corneal thickness","","IMPC_EYE_060_001","Others"
20312,"Right anterior chamber depth","","IMPC_EYE_061_001","Others"
20313,"Right total retinal thickness","","IMPC_EYE_062_001","Others"
20314,"Right inner nuclear layer","","IMPC_EYE_063_001","Others"
20315,"Right outer nuclear layer","","IMPC_EYE_064_001","Others"
20316,"Right posterior chamber depth",NA,"IMPC_EYE_065_001","Others"
20317,"Left corneal thickness","","IMPC_EYE_066_001","Others"
20318,"Left anterior chamber depth","","IMPC_EYE_067_001","Others"
20319,"Left total retinal thickness","","IMPC_EYE_068_001","Others"
20320,"Left inner nuclear layer","","IMPC_EYE_069_001","Others"
20321,"Left outer nuclear layer","","IMPC_EYE_070_001","Others"
20322,"Left posterior chamber depth",NA,"IMPC_EYE_071_001","Others"
20323,"B-scan of right retina","","IMPC_EYE_072_001","Imaging"
20324,"B-scan of left retina","","IMPC_EYE_073_001","Imaging"
20325,"VIP of right fundus","","IMPC_EYE_074_001","Others"
20326,"VIP of left fundus","","IMPC_EYE_075_001","Others"
20327,"B-scan of right cornea and lens","","IMPC_EYE_076_001","Imaging"
20328,"B-scan of left cornea and lens","","IMPC_EYE_077_001","Imaging"
20329,"VIP of right eye","","IMPC_EYE_078_001","Others"
20330,"VIP of left eye","","IMPC_EYE_079_001","Others"
20331,"Corneal Sclerization","","IMPC_EYE_080_001","Others"
20332,"Corneal deposits","","IMPC_EYE_081_001","Others"
20333,"Iris transilumination","","IMPC_EYE_082_001","Others"
20334,"Vitreous","","IMPC_EYE_083_001","Others"
20335,"Corneal mineralization","","IMPC_EYE_084_001","Others"
20336,"Corneal ulcer","","IMPC_EYE_085_001","Others"
20337,"Lacrimation","","IMPC_EYE_086_001","Others"
20338,"Right vitreous humor thickness","","IMPC_EYE_087_001","Others"
20339,"Left vitreous humour thickness","","IMPC_EYE_088_001","Others"
20340,"Ophthalmoscope Lens Model",NA,"IMPC_EYE_089_001","Others"
20341,"Right eye diameter",NA,"IMPC_EYE_090_001","Others"
20342,"Left eye diameter",NA,"IMPC_EYE_091_001","Others"
20343,"Retina (combined)",NA,"IMPC_EYE_092_001","Others"
21172,"White blood cell count","white_blood_cell_count","IMPC_HEM_001_001","Blood"
21173,"Red blood cell count","red_blood_cell_count","IMPC_HEM_002_001","Blood"
21174,"Hemoglobin","hemoglobin","IMPC_HEM_003_001","Blood"
21175,"Hematocrit","hematocrit","IMPC_HEM_004_001","Others"
21176,"Mean cell volume","mean_cell_volume","IMPC_HEM_005_001","Others"
21177,"Mean corpuscular hemoglobin","mean_corpuscular_hemoglobin","IMPC_HEM_006_001","Blood"
21178,"Mean cell hemoglobin concentration","mean_cell_hemoglobin_concentration","IMPC_HEM_007_001","Blood"
21179,"Platelet count","platelet_count","IMPC_HEM_008_001","Others"
21180,"Equipment ID","equipment_name","IMPC_HEM_009_001","General_and_Equipment"
21181,"Equipment manufacturer","equipment_manufacturer","IMPC_HEM_010_001","General_and_Equipment"
21182,"Equipment model","equipment_model","IMPC_HEM_011_001","General_and_Equipment"
21183,"Anesthesia used for blood collection","anesthesia_used_for_blood_collection","IMPC_HEM_012_001","Blood"
21184,"Method of blood collection","method_of_blood_collection","IMPC_HEM_013_001","Blood"
21185,"Anticoagulant","anticoagulant","IMPC_HEM_014_001","Others"
21186,"Samples kept on ice between collection and analysis","samples_kept_on_ice_between_collection_and_analysis_","IMPC_HEM_018_001","Others"
21187,"ID for blood collection SOP","id_for_blood_collection_sop","IMPC_HEM_020_001","Blood"
21188,"Date and time of blood collection","date_and_time_of_blood_collection","IMPC_HEM_021_001","Blood"
21189,"Date of measurement","date_of_measurement","IMPC_HEM_022_001","Others"
21190,"Chip card number","chip_card_number","IMPC_HEM_023_001","Others"
21191,"Blood collection experimenter ID","","IMPC_HEM_024_001","Blood"
21192,"Date equipment last calibrated","","IMPC_HEM_025_001","General_and_Equipment"
21193,"Storage temperature from blood collection until measurement",NA,"IMPC_HEM_026_001","Blood"
21194,"Blood collection tubes","","IMPC_HEM_015_001","Blood"
21195,"Date and time of sacrifice",NA,"IMPC_HEM_016_001","Others"
21196,"Blood analysis experimenter ID","","IMPC_HEM_017_001","Blood"
21197,"Mean platelet volume","","IMPC_HEM_019_001","Others"
21198,"Red blood cell distribution width","","IMPC_HEM_027_001","Blood"
21452,"Sodium","sodium","IMPC_CBC_001_001","Others"
21453,"Potassium","potassium","IMPC_CBC_002_001","Others"
21454,"Chloride","chloride","IMPC_CBC_003_001","Others"
21455,"Urea (Blood Urea Nitrogen - BUN)","urea","IMPC_CBC_004_001","Blood"
21456,"Creatinine","creatinine_enzymatic_method_preferred_","IMPC_CBC_005_001","Others"
