"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","parameter_name","pvalue","qc_failure_count","qc_pvalue_failure_count"
"24y41e2u3m5mn27","MGI:1913826","UQCRH","C57BL","Late adult","M-G-P_007_001_007","periphery - resting time",1.410107,0,1
"250pu2b5575xv2u","MGI:1917854","DNAJB14","C57BL","Early adult","ICS_FEA_017_001","% freezing duration habituation-2",1.3632,0,1
"2541s19m238011c","MGI:1915476","EFCAB2","C57BL","Early adult","CCP_LFO_004_001","esn",1.046196,0,1
"254wz2mn72b3930","MGI:2444772","ZHX3","C57BL","Early adult","IMPC_EYE_011_001","pupil position",1.276578,0,1
"25b9n10218n8g15","MGI:1918893","ZGRF1","C57BL","Early adult","IMPC_EYE_063_001","right inner nuclear layer",1.245195,0,1
"25w1366607m2j6q","MGI:3652166","LDLRAD1","C57BL","Early adult","IMPC_ABR_002_001","click-evoked abr threshold",1.293876,0,1
"25x83905w34100f","MGI:1890577","SRSF4","129SV","Early adult","JAX_OFD_013_001","periphery average speed",1.135611,0,1
"264ka7f206t8axp","MGI:2684063","ASXL1","129SV","Early adult","IMPC_FOR_001_001","total duration of lick/bite behaviour",1.486705,0,1
"267f1r378uak4nf","MGI:1913941","GAPVD1","C57BL","E15.5","IMPC_FEA_107_001","difference in conditioning post-shock and conditioning baseline % freezing",1.021482,0,1
"2699y779vvks8xv","MGI:1913296","NDUFB5","C57BL","E12.5","IMPC_CBC_014_001","alkaline phosphatase",1.427309,0,1
"26a4m6v30hwgtkz","MGI:106505","ZMYM6","C57BL","Early adult","KMPCLA_CSD_008_001","coat - color pattern - back",1.422552,0,1
"26i4r776k15uiv1","MGI:1923997","DAPL1","C57BL","Early adult","IMPC_OFD_012_001","periphery permanence time",1.252716,0,1
"26v876n1k2kc926","MGI:1913296","NDUFB5","C57BL","Early adult","IMPC_CBC_009_001","calcium",1.157551,0,1
"26z32h6l55ew7cr","MGI:1197010","SUMO1","C57BL","Early adult","M-G-P_014_001_006","cornea",1.046171,0,1
"27910n70zkd47b9","MGI:2158650","IDH3B","C57BL","Late adult","IMPC_EYE_008_001","corneal opacity",1.435092,0,1
"279176sj162fa81","MGI:2155705","P2RY14","C57BL","Early adult","ICS_FEA_018_001","% freezing duration pre-cue-1",1.215748,0,1
"27a921vj4u932v7","MGI:109339","EYA3","C57BL","Early adult","IMPC_CSD_025_001","head size",1.223258,0,1
"27qcarzl5029btj","MGI:2684063","ASXL1","129SV","Early adult","IMPC_HEM_007_001","mean cell hemoglobin concentration",1.111021,0,1
"27r054z7w91u0y4","MGI:2444748","CHD7","C3H","Early adult","IMPC_EYE_070_001","left outer nuclear layer",1.371526,0,1
"27x49mk73ru4zca","MGI:2444120","SPAG4","C57BL","Early adult","IMPC_OFD_019_001","number of center entries",1.150951,0,1
"280zl129axpg1yl","MGI:2442939","PM20D1","C57BL","Early adult","IMPC_CBC_013_001","alanine aminotransferase",1.206144,0,1
"284weox8h8zrm02","MGI:2444300","ARHGAP11A","C57BL","Early adult","IMPC_EYE_007_001","cornea",1.176912,0,1
"28ds9crg64867l6","MGI:3780953","MNDAL","C57BL","Early adult","ESLIM_008_001_012","tail elevation",1.364255,0,1
"28r19pcl9qm88ti","MGI:1925867","CSTAD","C57BL","Early adult","IMPC_HEM_037_001","basophil cell count",1.012353,0,1
"2950i45vu25qeb5","MGI:1923902","ACTRT3","C57BL","Early adult","IMPC_CSD_078_001","vocalization",1.199104,0,1
"2ab204pan7mc214","MGI:3584519","ACCSL","C57BL","Early adult","IMPC_IMM_033_002","naãâ¯ve cd8+ t cells - % of live leukocytes (panel a)",1.398601,0,1
"2ap5bqub7a39j3p","MGI:3607704","SLC22A15","C57BL","Early adult","IMPC_GEP_011_002","hemorrhage",1.016437,0,1
"2d07aj8y6nhl7ff","MGI:2444594","SLC26A9","C57BL","Early adult","IMPC_DXA_007_001","bmc/body weight",1.387341,0,1
"2d494ltick41veh","MGI:2676921","FOCAD","C57BL","E18.5","IMPC_CBC_014_001","alkaline phosphatase",1.455662,0,1
"2e3s942git8dsq9","MGI:88294","CACNA1S","C57BL","E12.5","ESLIM_005_001_004","bone mineral density (excluding skull)",1.379117,0,1
"2e80i4z540mgank","MGI:1918103","VWA3B","C57BL","Early adult","IMPC_ECH_009_001","lvpwd",1.495075,0,1
"2eh336e8d75u2e5","MGI:2385112","NDUFS2","C57BL","E9.5","IMPC_EYE_007_001","cornea",1.23783,0,1
"2f6uw4tgmex8waj","MGI:2139628","CTSO","C57BL","Early adult","CCP_XRY_064_001","thoracic processes",1.192735,0,1
"2g59w5241x5160x","MGI:2155705","P2RY14","C57BL","Middle aged adult","IMPC_EYE_064_001","right outer nuclear layer",1.375487,0,1
"2h418a396m42e36","MGI:2385619","KLHL12","C57BL","Middle aged adult","IMPC_OFD_011_001","periphery resting time",1.440284,0,1
"2h877d8429v3apb","MGI:104576","LCT","C57BL","Early adult","IMPC_GPO_002_001","placenta morphology",1.158958,0,1
"2i3yxnd444a8162","MGI:97372","NPR2","C57BL","Early adult","IMPC_GEL_028_001","forebrain",1.109803,0,1
"2i59qo9u9ta58dc","MGI:88399","CHRM4","C57BL","Early adult","IMPC_IMM_033_002","naãâ¯ve cd8+ t cells - % of live leukocytes (panel a)",1.130655,0,1
"2i747ib1t80a1vx","MGI:2444594","SLC26A9","C57BL","E18.5","IMPC_IMM_033_002","naãâ¯ve cd8+ t cells - % of live leukocytes (panel a)",1.358353,0,1
"2ijtobc09gv0666","MGI:1916742","FREY1","C57BL","Early adult","JAX_OFD_007_001","whole arena resting time",1.404325,0,1
"2jals9r9d7q0482","MGI:1921696","SLC9B1","C57BL","Early adult","IMPC_EYE_003_001","eye hemorrhage or blood presence",1.190307,0,1
"2l3h01h41poweoe","MGI:3027003","INO80D","C57BL","E18.5","ESLIM_015_001_003","creatinine",1.237062,0,1
"2m08u77tuc384g7","MGI:1890645","NEK7","C57BL","Early adult","IMPC_ECH_004_001","ejection fraction",1.453551,0,1
"2m1z1830854vn9h","MGI:2442939","PM20D1","C57BL","Early adult","IMPC_DXA_010_001","bone area",1.479962,0,1
"2m3y5p3fh621um2","MGI:2385619","KLHL12","C57BL","Early adult","IMPC_CBC_017_001","triglycerides",1.265518,0,1
"2o031im35n6w75s","MGI:2444772","ZHX3","C57BL","Early adult","JAX_ECT_011_001","ma threshold inducing clonic seizure",1.393529,0,1
"2o46m5fo8y37114","MGI:109323","HTR2B","C57BL","Early adult","GMC_916_001_008","latency familiar object exploration",1.056647,0,1
"2o615i61q846u94","MGI:1201792","PDE1A","C57BL","Early adult","IMPC_EYE_063_001","right inner nuclear layer",1.381112,0,1
"2p6t08z78p29779","MGI:2442190","CAMK1D","C57BL","Late adult","IMPC_HEM_036_001","eosinophil cell count",1.320443,0,1
"2qo41m1wg871r6o","MGI:1351627","PDHX","C57BL","Early adult","ICS_FEA_021_001","% pre-cue freezing total",1.11006,0,1
"2qs42kbl8do963q","MGI:1336885","CD84","C57BL","Early adult","IMPC_HEM_006_001","mean corpuscular hemoglobin",1.344664,0,1
"2qun9ort7s06yv5","MGI:1915476","EFCAB2","C57BL","Early adult","IMPC_GEP_022_001","embryo size",1.480443,0,1
"2r96s443w4x4lvz","MGI:1914848","UCHL5","C57BL","Early adult","IMPC_DXA_003_001","lean mass",1.246519,0,1
"2s10evftvsa627l","MGI:1921778","MGME1","C57BL","Middle aged adult","IMPC_EYE_003_001","eye hemorrhage or blood presence",1.471518,0,1
"2s721gsrg0x33e4","MGI:1351614","GYG1","C57BL","E18.5","IMPC_EYE_068_001","left total retinal thickness",1.147755,0,1
"2smvagf5ezro703","MGI:1195265","PER2","C57BL","Early adult","JAX_OFD_009_001","whole arena average speed",1.01737,0,1
"2so971cj6232h06","MGI:1930948","GAR1","C57BL","Early adult","IMPC_GEL_063_001","delayed embryonic development",1.264375,0,1
"2t68898dj6pvda8","MGI:2682639","DDX31","C57BL","E18.5","IMPC_OFD_020_001","distance travelled - total",1.370322,0,1
"2t9k18ar0n0rbig","MGI:104742","KCNJ3","C57BL","Early adult","CCP_LFO_010_001","hp8",1.175641,0,1
"2ufep546qfvj26l","MGI:1919347","CRACDL","C57BL","Early adult","IMPC_CBC_015_001","total cholesterol",1.129322,0,1
"2un91x55330876o","MGI:1890077","FOXO1","C57BL","E9.5","JAX_OFD_021_001","number of rears - total",1.105456,0,1
"2v38goqg538q009","MGI:1923902","ACTRT3","C57BL","Early adult","IMPC_DXA_010_001","bone area",1.207201,0,1
"2vtilz7b79zq019","MGI:2669796","RTN4RL2","C57BL","Early adult","IMPC_EYE_025_001","retinal blood vessels structure",1.411571,0,1
"2w32i240e4fojnf","MGI:3584519","ACCSL","C57BL","Early adult","IMPC_EYE_010_001","iris/pupil",1.450755,0,1
"2y6g22j8i89o12w","MGI:1095396","COL16A1","C57BL","Early adult","HRWLLA_CBC_028_001","creatine kinase",1.128025,0,1
"2ya07g86w21jrz9","MGI:1913941","GAPVD1","C57BL","Late adult","IMPC_OFD_012_001","periphery permanence time",1.410667,0,1
"2yo991ud543qbi2","MGI:1351614","GYG1","C57BL","Early adult","IMPC_GEL_029_001","midbrain",1.469386,0,1
"2yvad2666w6q4z6","MGI:1928902","CNOT9","C57BL","Early adult","IMPC_ABR_012_001","30khz-evoked abr threshold",1.193093,0,1
"305shu1mq6040d7","MGI:1336993","AP4E1","C57BL","E18.5","IMPC_CSD_032_001","locomotor activity",1.358962,0,1
"3074vq6thpt9jp6","MGI:1918103","VWA3B","C57BL","Early adult","ESLIM_007_001_008","periphery permanence time",1.224952,0,1
"30h5981s8a1ot07","MGI:1918483","ENKUR","C57BL","Early adult","JAXLA_CSD_005_001","coat - color - back",1.227466,0,1
"30m4231j92ow035","MGI:1921660","TTLL11","C57BL","Early adult","ESLIM_005_001_704","bone area (bmc/bmd)",1.386052,0,1
"30z55rs768j70tt","MGI:2385619","KLHL12","C57BL","Middle aged adult","IMPC_ABR_008_001","18khz-evoked abr threshold",1.237811,0,1
"311f7u8e950kv55","MGI:2146189","TOPORS","C57BL","Early adult","IMPC_IMM_033_002","naãâ¯ve cd8+ t cells - % of live leukocytes (panel a)",1.443461,0,1
"311o44jolip430c","MGI:1351627","PDHX","C57BL","Early adult","GMC_916_001_008","latency familiar object exploration",1.002362,0,1
"314m65t24800r8s","MGI:2444218","AHDC1","C57BL","Early adult","HRWLLA_DXA_008_001","lean/body weight",1.392596,0,1
"3172x60q5j6735z","MGI:3607704","SLC22A15","C57BL","Early adult","IMPC_GEL_057_001","heart looping",1.426019,0,1
"31mtocysa0ew2w4","MGI:2444300","ARHGAP11A","C57BL","Early adult","IMPC_ABR_012_001","30khz-evoked abr threshold",1.125432,0,1
"31yk0235xx73he9","MGI:2443258","MAP3K20","C57BL","Early adult","IMPC_OFD_011_001","periphery resting time",1.356464,0,1
"320j09146auyor2","MGI:2139309","GARNL3","C57BL","E18.5","IMPC_OFD_011_001","periphery resting time",1.166466,0,1
"325pst128i1kzi1","MGI:1349461","B3GALT2","C57BL","Early adult","CCP_LFO_007_001","hqp",1.16403,0,1
"3276tl010qetp2i","MGI:95500","FCGR3","C57BL","Early adult","IMPC_OFD_007_001","whole arena resting time",1.058278,0,1
"3279denyy305t79","MGI:1859325","IL36RN","C57BL","Early adult","IMPC_ECG_002_001","hr",1.005852,0,1
"32a27q805254n14","MGI:1919347","CRACDL","C57BL","Early adult","IMPC_OFD_018_001","latency to center entry",1.360003,0,1
"32gt09fuj224s50","MGI:1916742","FREY1","C57BL","Early adult","M-G-P_007_001_003","whole arena - resting time",1.130909,0,1
"32hps594j95kw35","MGI:2443258","MAP3K20","C57BL","Early adult","CCP_LFO_001_001","weight",1.189785,0,1
"32r24g6b5j121l4","MGI:2443258","MAP3K20","C57BL","Early adult","IMPC_CSD_019_001","forelimbs - size",1.353413,0,1
"338x9zu5yl59kfz","MGI:3603828","MROH8","C57BL","Early adult","IMPC_ECG_002_001","hr",1.409235,0,1
"339k89nl5e3778t","MGI:2443258","MAP3K20","C57BL","Early adult","BCMLA_OWT_002_001","spleen weight",1.34315,0,1
"33a51e43ax78psq","MGI:1201792","PDE1A","C57BL","Middle aged adult","JAXLA_DXA_008_001","lean/body weight",1.478962,0,1
"341u744wv4u3n25","MGI:107372","PTER","C57BL","Early adult","JAXLA_IPG_012_001","area under glucose response curve",1.106259,0,1
"347peg1yka52p6d","MGI:2684063","ASXL1","C57BL","Early adult","M-G-P_025_001_001","glucose",1.235517,0,1
"34u1yt2ns45x577","MGI:1336997","LANCL1","C57BL","Early adult","M-G-P_006_001_028","number of pelvic vertebrae",1.363878,0,1
"3535aokkx26x0vk","MGI:2447076","KIF26B","C57BL","E18.5","IMPC_CSD_022_001","hindlimbs - size",1.184675,0,1
"356lmvkgm52419g","MGI:2682639","DDX31","C57BL","E9.5","JAXLA_DXA_009_001","fat/body weight",1.337791,0,1
"3591i7mr7y8j624","MGI:1922675","TTI1","C57BL","Early adult","IMPC_GEO_047_002","microphthalmia",1.490828,0,1
"360s282q6a0lfd3","MGI:2682639","DDX31","C57BL","Early adult","IMPC_OFD_018_001","latency to center entry",1.459812,0,1
"3627c78a0r7ft3e","MGI:3780953","MNDAL","C57BL","E12.5","IMPC_HEM_039_001","large unstained cell (luc) count",1.182778,0,1
"3636816d32k36a1","MGI:88399","CHRM4","C57BL","Early adult","ESLIM_005_001_701","bmc/body weight",1.30025,0,1
"3644062dxlv9799","MGI:2442190","CAMK1D","C57BL","Late adult","JAX_LDT_001_001","side changes",1.389478,0,1
"3644qp13s9gtw4h","MGI:1925867","CSTAD","C57BL","Early adult","IMPC_EYE_003_001","eye hemorrhage or blood presence",1.052828,0,1
"3647owhidh760j9","MGI:3645211","LIPT1","C57BL","Early adult","IMPC_CBC_017_001","triglycerides",1.098455,0,1
"365601hlx6cu505","MGI:1930773","PNKD","C57BL","Early adult","IMPC_CSD_006_001","coat - color - head",1.425815,0,1
"36lj1axkm36q87x","MGI:1913941","GAPVD1","C57BL","E15.5","IMPC_EYE_013_001","pupil dilation",1.164961,0,1
"36lr141ahhnt276","MGI:3027003","INO80D","C57BL","E12.5","IMPC_CBC_026_001","free fatty acids",1.261218,0,1
"36sfqt6t81ox3rf","MGI:1913826","UQCRH","C57BL","Middle aged adult","GMC_916_001_008","latency familiar object exploration",1.271777,0,1
"370j75h17dpcy5d","MGI:2444748","CHD7","129SV","Early adult","IMPC_EYE_017_001","lens opacity",1.036393,0,1
"375f9ao8075531j","MGI:1921280","RIN2","C57BL","Early adult","JAX_LDT_001_001","side changes",1.350475,0,1
"37e4k5ofioq392z","MGI:1923902","ACTRT3","C57BL","Early adult","CCP_XRY_064_001","thoracic processes",1.256882,0,1
"37i779b5z61nt1l","MGI:1351614","GYG1","C57BL","E18.5","JAXLA_CSD_039_001","limb grasp",1.059689,0,1
"38318l615nmsg93","MGI:1919772","ATXN7L2","C57BL","Early adult","JAX_OFD_009_001","whole arena average speed",1.293579,0,1
"38bcf10ili18rc1","MGI:2155705","P2RY14","C57BL","Late adult","JAXLA_IPG_012_001","area under glucose response curve",1.058932,0,1
"38nn7a6a03d67v0","MGI:2447076","KIF26B","C57BL","Early adult","ICS_FEA_021_001","% pre-cue freezing total",1.043348,0,1
"38sqy9415z865mg","MGI:2685830","NSL1","C57BL","E9.5","IMPC_HEM_007_001","mean cell hemoglobin concentration",1.215496,0,1
"398psur58747449","MGI:1861453","ACTL6A","C57BL","E9.5","IMPC_ECG_031_001","abnormal ecg detected",1.056823,0,1
"3990352e00hh356","MGI:1890077","FOXO1","C57BL","E12.5","IMPC_EYE_062_001","right total retinal thickness",1.428476,0,1
"3997aik4cc04828","MGI:1921778","MGME1","C57BL","Middle aged adult","CCP_LFO_001_001","weight",1.444256,0,1
"39jbv6mk676ul3a","MGI:1917854","DNAJB14","C57BL","Early adult","JAX_HBD_001_001","total holepokes",1.341208,0,1
"39o8873yd9a4947","MGI:3605071","YPEL4","C57BL","Early adult","KMPCLA_OFD_022_001","percentage center time",1.137906,0,1
"39t7211by6pr709","MGI:2138982","ZNFX1","C57BL","Early adult","IMPC_GEL_032_001","embryo size",1.139942,0,1
"39tx0008j52q45w","MGI:2139309","GARNL3","C57BL","E18.5","IMPC_GEP_013_001","blood vessel morphology",1.48729,0,1
"3a0d13f0x56qcj1","MGI:1201792","PDE1A","C57BL","Middle aged adult","IMPC_OWT_002_001","spleen weight",1.467327,0,1
"3a48721px0hbxkk","MGI:2684063","ASXL1","129SV","Early adult","IMPC_GEP_013_001","blood vessel morphology",1.012344,0,1
"3apq7i01r9z3rrw","MGI:3030932","OR8H8","C57BL","Early adult","IMPC_DXA_006_001","body length",1.320811,0,1
"3axl8v396gi4693","MGI:1919955","ZCCHC17","C57BL","Early adult","IMPC_CBC_004_001","urea (blood urea nitrogen - bun)",1.146472,0,1
"3b4rbt5zi0ard40","MGI:88294","CACNA1S","C57BL","E15.5","IMPC_GRS_011_001","forelimb and hindlimb grip strength normalised against body weight",1.433525,0,1
"3c38jn6pn2lsm2n","MGI:88523","CRYGC","C57BL","Early adult","ESLIM_022_001_001","body weight",1.293887,0,1
"3c4fjr418bdgz1f","MGI:1915153","RGS19","C57BL","Early adult","IMPC_HEM_002_001","red blood cell count",1.026895,0,1
"3cdnjiotm8wq2e6","MGI:1859325","IL36RN","C57BL","Early adult","ICS_FEA_006_001","% freezing duration context-1",1.393892,0,1
"3ck4by5cr1u126l","MGI:1914523","NDUFA10","C57BL","Early adult","IMPC_GEM_019_001","embryo size",1.289731,0,1
"3d0y1i131ycv91i","MGI:1921660","TTLL11","C57BL","Early adult","IMPC_OFD_007_001","whole arena resting time",1.17336,0,1
"3d426v2m842d22q","MGI:2158650","IDH3B","C57BL","Middle aged adult","IMPC_EYE_002_001","bulging eye",1.460036,0,1
"3d69vhs8zb44j4z","MGI:1917315","ANKRD60","C57BL","Early adult","ESLIM_008_001_012","tail elevation",1.389274,0,1
"3e60eo0659eh3kf","MGI:1098230","CENPE","C57BL","Early adult","ESLIM_013_001_007","right retina",1.006335,0,1
"3e6l7dw374afzy6","MGI:96949","MDK","C57BL","Early adult","IMPC_OFD_019_001","number of center entries",1.226416,0,1
"3f8p549zy829clb","MGI:1921660","TTLL11","C57BL","Early adult","IMPC_HEM_001_001","white blood cell count",1.32243,0,1
"3fg04475m3a88b6","MGI:1913296","NDUFB5","C57BL","Early adult","IMPC_CBC_013_001","alanine aminotransferase",1.342022,0,1
"3fg04c2808d3643","MGI:2685830","NSL1","C57BL","E9.5","IMPC_HEM_007_001","mean cell hemoglobin concentration",1.312058,0,1
"3fh08zw2t3fk7fe","MGI:97372","NPR2","C57BL","Early adult","HRWLLA_CBC_004_001","urea (blood urea nitrogen - bun)",1.497077,0,1
"3fz11s8ju4sfa77","MGI:1913302","SDHC","C57BL","Early adult","IMPC_GEP_004_002","spontaneous movement",1.317024,0,1
"3g6465ipy64xp7x","MGI:1924627","KCNT1","C57BL","Early adult","IMPC_GPP_004_001","placenta size",1.20288,0,1
"3gf5r54a2xxc989","MGI:1918965","DHX35","C57BL","Early adult","IMPC_HWT_002_001","tibia length",1.417423,0,1
"3h7b9l2adk64mq0","MGI:1919347","CRACDL","C57BL","Early adult","ESLIM_008_001_012","tail elevation",1.435514,0,1
"3h808xhb5p62x4s","MGI:1921280","RIN2","C57BL","Early adult","IMPC_GEO_048_002","anophthalmia",1.211154,0,1
"3hm3217u61zl375","MGI:2155705","P2RY14","C57BL","Late adult","IMPC_GEP_086_001","delayed embryonic development",1.073395,0,1
"3httii9625cy9hv","MGI:1913941","GAPVD1","C57BL","Late adult","ICS_FEA_017_001","% freezing duration habituation-2",1.296339,0,1
"3i3967s66w7a03a","MGI:1918079","CCDC93","C57BL","Early adult","IMPC_HWT_002_001","tibia length",1.249151,0,1
"3ie838ht96o52yy","MGI:1352501","BCAR3","C57BL","Early adult","ESLIM_022_001_001","body weight",1.023796,0,1
"3j485btjkz53n2r","MGI:2447076","KIF26B","C57BL","Early adult","CCP_LFO_007_001","hqp",1.242563,0,1
"3j94426p04g5l5k","MGI:88523","CRYGC","C57BL","Early adult","IMPC_EYE_068_001","left total retinal thickness",1.13317,0,1
"3jqx6jq2kl8sa21","MGI:1914848","UCHL5","C57BL","Early adult","JAX_LDT_007_001","latency to first transition into dark",1.44608,0,1
"3ke7z18af33xc4p","MGI:102806","ACVR2A","C57BL","E12.5","CCP_LFO_007_001","hqp",1.192784,0,1
"3m0493v8m03014g","MGI:2443133","TMEM198","C57BL","Late adult","CCP_XRY_065_001","lumbar processes",1.073371,0,1
"3ms451p0a8r2848","MGI:1921778","MGME1","C57BL","Late adult","IMPC_CSD_011_001","coat - hair distribution - back",1.193602,0,1
"3n6r89p1c1g2iav","MGI:1922675","TTI1","C57BL","Early adult","KMPCLA_OFD_016_001","center permanence time",1.43992,0,1
"3qcbkva5noyg6ys","MGI:1352501","BCAR3","C57BL","Early adult","HRWLLA_CBC_028_001","creatine kinase",1.242276,0,1
"3qy83ltz8op326g","MGI:2139309","GARNL3","C57BL","E18.5","IMPC_CSD_002_001","tail - length",1.332411,0,1
"3re0b73tq88n90a","MGI:2156003","SNIP1","C57BL","Early adult","IMPC_GEO_009_002","hemorrhage",1.486327,0,1
"3s7s3u2fa5372zi","MGI:1858745","ICOS","C57BL","Early adult","IMPC_ABR_006_001","12khz-evoked abr threshold",1.450554,0,1
"3s8714e3del750g","MGI:102806","ACVR2A","C57BL","Early adult","IMPC_HEM_006_001","mean corpuscular hemoglobin",1.432646,0,1
"3t39dwl67gq47qq","MGI:1916976","SMYD3","129SV","Early adult","IMPC_ABR_008_001","18khz-evoked abr threshold",1.155564,0,1
"3t63e244lq4n3o4","MGI:1351614","GYG1","C57BL","E12.5","ESLIM_005_001_004","bone mineral density (excluding skull)",1.352841,0,1
"3u7s91lzqve7qi0","MGI:1913842","STOML2","C57BL","Early adult","IMPC_EYE_055_001","max left eye lens density",1.485749,0,1
"3ua0e1stbw2n253","MGI:1858211","ZRANB2","C57BL","Early adult","IMPC_FEA_105_001","difference in context and conditioning baseline % freezing",1.088824,0,1
"3v6k6q693t8kut9","MGI:2444401","SNRNP200","C57BL","Early adult","IMPC_GEP_013_001","blood vessel morphology",1.170104,0,1
"3v8f6v88qsxo4a7","MGI:1351614","GYG1","C57BL","E12.5","IMPC_ABR_008_001","18khz-evoked abr threshold",1.31082,0,1
"3vb33c974b16rx9","MGI:1351614","GYG1","C57BL","E12.5","IMPC_GEO_063_001","craniofacial morphology",1.038862,0,1
"3xi2ezq36ct0y99","MGI:3607704","SLC22A15","C57BL","Early adult","IMPC_OFD_021_001","number of rears - total",1.130849,0,1
"3xpe4b4h59f2b35","MGI:96615","ITGB6","C57BL","Early adult","IMPC_OFD_012_001","periphery permanence time",1.446616,0,1
"3y0575fcud2c15m","MGI:2181366","CAPN8","C57BL","Early adult","M-G-P_016_001_005","mean-cell-volume",1.107214,0,1
"3y50b1x9ht7uj15","MGI:1913826","UQCRH","C57BL","Late adult","IMPC_EYE_059_001","mean right eye lens density",1.303508,0,1
"3yu9hw09p3b50x2","MGI:2385619","KLHL12","C57BL","Middle aged adult","IMPC_CSD_004_001","tail - morphology",1.037826,0,1
"3z84pnn78a88ktt","MGI:1914848","UCHL5","C57BL","Early adult","HRWLLA_DXA_009_001","fat/body weight",1.014876,0,1
"3znq12y8hs1vds9","MGI:1919347","CRACDL","C57BL","Early adult","IMPC_OFD_010_001","periphery distance travelled",1.113581,0,1
"4013jv77i8k7qse","MGI:2183102","SARDH","C57BL","Early adult","IMPC_OFD_022_001","percentage center time",1.286719,0,1
"4023m1s9vdjc50f","MGI:2385112","NDUFS2","C57BL","E9.5","CCP_XRY_018_001","shape of vertebrae",1.028325,0,1
"406j93vj023h3jv","MGI:1349461","B3GALT2","C57BL","Early adult","IMPC_EYE_069_001","left inner nuclear layer",1.299868,0,1
